timestamp,x(m),y(m),theta(rad)
1746002317.899601,1.208130,2.656959,1.780903
1746002317.949709,1.205213,2.659894,1.791064
1746002317.999787,1.202666,2.662114,1.808960
1746002318.049708,1.201124,2.666435,1.820053
1746002318.099714,1.201124,2.666435,1.820053
1746002318.149672,1.200793,2.673878,1.822991
1746002318.199713,1.198697,2.675737,1.837749
1746002318.249696,1.196456,2.679400,1.850257
1746002318.299716,1.196456,2.679400,1.850257
1746002318.349663,1.197247,2.686962,1.844768
1746002318.399865,1.195271,2.690750,1.848135
1746002318.449754,1.194066,2.695304,1.851279
1746002318.499761,1.193727,2.699994,1.850992
1746002318.549843,1.192672,2.704704,1.852338
1746002318.599791,1.191581,2.709165,1.855882
1746002318.649800,1.193644,2.712977,1.851057
1746002318.699682,1.194416,2.717743,1.844928
1746002318.749696,1.192423,2.721524,1.849179
1746002318.799650,1.191120,2.724592,1.855540
1746002318.849710,1.192484,2.728483,1.850217
1746002318.899651,1.192337,2.733130,1.843010
1746002318.949648,1.188942,2.736420,1.850212
1746002318.999650,1.188942,2.736420,1.850212
1746002319.049911,1.186338,2.742748,1.872165
1746002319.099611,1.187088,2.745736,1.869082
1746002319.149628,1.184256,2.748600,1.876454
1746002319.199636,1.184256,2.748600,1.876454
1746002319.249757,1.175940,2.752422,1.916303
1746002319.299714,1.174692,2.758811,1.928289
1746002319.349720,1.171855,2.763381,1.939272
1746002319.399668,1.167900,2.764441,1.958607
1746002319.449701,1.165562,2.768099,1.974399
1746002319.499700,1.165988,2.771887,1.974596
1746002319.549724,1.165988,2.771887,1.974596
1746002319.599678,1.163983,2.778870,1.969857
1746002319.649677,1.161463,2.782896,1.973673
1746002319.699879,1.161463,2.782896,1.973673
1746002319.749723,1.161463,2.782896,1.973673
1746002319.799766,1.161463,2.782896,1.973673
1746002319.849709,1.161463,2.782896,1.973673
1746002319.899786,1.158266,2.801769,1.935193
1746002319.949711,1.159243,2.805941,1.916516
1746002319.999751,1.156823,2.811052,1.905336
1746002320.049698,1.153445,2.814055,1.905719
1746002320.099693,1.153193,2.817742,1.903016
1746002320.149908,1.154806,2.821742,1.891735
1746002320.199714,1.155439,2.826371,1.880132
1746002320.249779,1.155439,2.826371,1.880132
1746002320.299707,1.150288,2.836671,1.881250
1746002320.349619,1.151334,2.839867,1.874524
1746002320.399650,1.151334,2.839867,1.874524
1746002320.449722,1.149110,2.846268,1.866034
1746002320.499670,1.149110,2.846268,1.866034
1746002320.549703,1.147277,2.852344,1.875255
1746002320.599711,1.145094,2.855665,1.879254
1746002320.649785,1.141842,2.858518,1.891050
1746002320.699717,1.139252,2.863141,1.903593
1746002320.749699,1.140064,2.868404,1.904291
1746002320.799809,1.140072,2.871957,1.900301
1746002320.849708,1.137007,2.874339,1.908810
1746002320.899849,1.134945,2.877973,1.919779
1746002320.949723,1.134945,2.877973,1.919779
1746002320.999663,1.134807,2.886587,1.919257
1746002321.049711,1.132701,2.890120,1.927851
1746002321.099669,1.132801,2.894213,1.928900
1746002321.149654,1.132520,2.898838,1.927261
1746002321.199566,1.130329,2.903943,1.931679
1746002321.249669,1.128587,2.908991,1.936824
1746002321.299623,1.130210,2.912818,1.932203
1746002321.349613,1.129864,2.917422,1.927683
1746002321.399696,1.126764,2.920694,1.935235
1746002321.449668,1.126764,2.920694,1.935235
1746002321.499756,1.126764,2.920694,1.935235
1746002321.549720,1.123417,2.931020,1.950899
1746002321.599666,1.120588,2.933772,1.961851
1746002321.649652,1.118366,2.937651,1.969751
1746002321.699723,1.117331,2.941727,1.973177
1746002321.749672,1.114729,2.945835,1.979038
1746002321.799591,1.110984,2.948225,1.993957
1746002321.849626,1.107946,2.952629,2.005082
1746002321.899763,1.105357,2.957961,2.011232
1746002321.949634,1.105357,2.957961,2.011232
1746002321.999612,1.105357,2.957961,2.011232
1746002322.049705,1.098386,2.967632,2.037744
1746002322.099593,1.097356,2.972655,2.041694
1746002322.149726,1.096883,2.977137,2.032723
1746002322.199682,1.093189,2.979525,2.032721
1746002322.249687,1.090871,2.982347,2.032485
1746002322.299658,1.090799,2.985812,2.019635
1746002322.349853,1.089932,2.989981,2.004856
1746002322.399622,1.086634,2.994459,1.998237
1746002322.449704,1.086634,2.994459,1.998237
1746002322.499740,1.086634,2.994459,1.998237
1746002322.549594,1.082991,3.007128,1.960652
1746002322.599673,1.079886,3.011194,1.954988
1746002322.649716,1.080233,3.014752,1.941489
1746002322.699725,1.080210,3.018777,1.922661
1746002322.749609,1.076834,3.022370,1.917254
1746002322.799683,1.074511,3.025062,1.919538
1746002322.849651,1.074514,3.029403,1.913429
1746002322.899629,1.074514,3.029403,1.913429
1746002322.949670,1.068982,3.036389,1.920183
1746002322.999803,1.068982,3.036389,1.920183
1746002323.049721,1.067200,3.044072,1.927337
1746002323.099602,1.065505,3.047294,1.931640
1746002323.149641,1.062813,3.049457,1.942526
1746002323.199726,1.061419,3.053036,1.943032
1746002323.249727,1.062696,3.056728,1.931969
1746002323.299748,1.062959,3.061173,1.915250
1746002323.349707,1.060175,3.063885,1.909585
1746002323.399747,1.059173,3.067744,1.903901
1746002323.449886,1.060170,3.071483,1.887763
1746002323.499752,1.060170,3.071483,1.887763
1746002323.549646,1.060170,3.071483,1.887763
1746002323.599598,1.056104,3.084150,1.852422
1746002323.649776,1.057418,3.087023,1.835973
1746002323.699678,1.057891,3.090944,1.815047
1746002323.749800,1.055293,3.096318,1.802241
1746002323.799774,1.052362,3.099792,1.801756
1746002323.849616,1.053384,3.103647,1.795622
1746002323.899668,1.053384,3.103647,1.795622
1746002323.949784,1.052061,3.111977,1.784313
1746002323.999614,1.049371,3.115040,1.796916
1746002324.049669,1.049371,3.115040,1.796916
1746002324.099861,1.050165,3.122880,1.800713
1746002324.149653,1.050165,3.122880,1.800713
1746002324.199647,1.045656,3.129669,1.820130
1746002324.249783,1.044066,3.134519,1.827782
1746002324.299627,1.042825,3.138416,1.833189
1746002324.349697,1.041306,3.142425,1.834727
1746002324.399729,1.039080,3.145725,1.838451
1746002324.449666,1.036351,3.149047,1.842523
1746002324.499624,1.036351,3.149047,1.842523
1746002324.549844,1.033881,3.158200,1.837151
1746002324.599681,1.033663,3.162413,1.828554
1746002324.649639,1.033663,3.162413,1.828554
1746002324.699838,1.033052,3.170722,1.801681
1746002324.749596,1.033052,3.170722,1.801681
1746002324.799650,1.030453,3.174059,1.801105
1746002324.849783,1.033001,3.181537,1.773488
1746002324.899610,1.033584,3.186141,1.756486
1746002324.949722,1.031047,3.191062,1.750059
1746002324.999819,1.029492,3.194291,1.749270
1746002325.049811,1.031320,3.197313,1.736900
1746002325.099690,1.031320,3.197313,1.736900
1746002325.149739,1.031320,3.197313,1.736900
1746002325.199697,1.029312,3.208661,1.705476
1746002325.249722,1.028496,3.213002,1.703299
1746002325.299665,1.028454,3.217116,1.696575
1746002325.349705,1.026824,3.220216,1.694653
1746002325.399663,1.023696,3.223229,1.699213
1746002325.449723,1.023696,3.223229,1.699213
1746002325.499669,1.020780,3.232059,1.698008
1746002325.549728,1.018978,3.236046,1.694199
1746002325.599709,1.016938,3.239848,1.693807
1746002325.649958,1.016938,3.239848,1.693807
1746002325.699705,1.018073,3.247747,1.671091
1746002325.749628,1.015922,3.252151,1.666242
1746002325.799747,1.015180,3.255902,1.661609
1746002325.849814,1.016869,3.259402,1.645982
1746002325.899812,1.017415,3.264203,1.629535
1746002325.949778,1.016172,3.269887,1.621806
1746002325.999792,1.016903,3.274342,1.613358
1746002326.049730,1.019297,3.277584,1.594377
1746002326.099971,1.019297,3.277584,1.594377
1746002326.149741,1.019560,3.287288,1.570048
1746002326.199705,1.019560,3.287288,1.570048
1746002326.249704,1.019762,3.291836,1.563017
1746002326.299887,1.021502,3.300147,1.538351
1746002326.349709,1.020144,3.304900,1.533943
1746002326.399692,1.017791,3.307236,1.540672
1746002326.449704,1.018475,3.310821,1.543265
1746002326.499660,1.020929,3.313207,1.534612
1746002326.549731,1.020489,3.317704,1.529622
1746002326.599738,1.020489,3.317704,1.529622
1746002326.649786,1.016443,3.323247,1.546716
1746002326.699704,1.016320,3.328625,1.553370
1746002326.749755,1.016320,3.328625,1.553370
1746002326.799690,1.017889,3.338493,1.547598
1746002326.849715,1.016609,3.342629,1.548612
1746002326.899684,1.018180,3.346701,1.540675
1746002326.949745,1.019743,3.351114,1.527269
1746002326.999720,1.018389,3.355949,1.522320
1746002327.049850,1.018807,3.360148,1.516489
1746002327.099675,1.020427,3.363897,1.504694
1746002327.149689,1.021194,3.367870,1.494808
1746002327.199745,1.021194,3.367870,1.494808
1746002327.249815,1.021194,3.367870,1.494808
1746002327.299706,1.021194,3.367870,1.494808
1746002327.349731,1.024280,3.385952,1.462075
1746002327.399834,1.025851,3.389718,1.453655
1746002327.449630,1.025851,3.389718,1.453655
1746002327.499675,1.025081,3.397497,1.450789
1746002327.549699,1.027341,3.401256,1.444093
1746002327.599713,1.027316,3.405795,1.440546
1746002327.649722,1.025829,3.409368,1.445261
1746002327.699809,1.025342,3.413618,1.445647
1746002327.749622,1.026563,3.417222,1.437030
1746002327.799618,1.026563,3.417222,1.437030
1746002327.849835,1.026563,3.417222,1.437030
1746002327.899646,1.023304,3.425174,1.442590
1746002327.949754,1.024873,3.431641,1.431877
1746002327.999610,1.025886,3.436210,1.418612
1746002328.049616,1.024870,3.441769,1.413863
1746002328.099657,1.025278,3.445858,1.409098
1746002328.149743,1.026858,3.449003,1.395921
1746002328.199629,1.027100,3.453750,1.385859
1746002328.249663,1.026908,3.457925,1.381506
1746002328.299907,1.028954,3.461311,1.369382
1746002328.349660,1.028954,3.461311,1.369382
1746002328.399697,1.028954,3.461311,1.369382
1746002328.449740,1.033388,3.473605,1.338510
1746002328.499898,1.035653,3.477786,1.326756
1746002328.549714,1.036527,3.482417,1.322558
1746002328.599668,1.037137,3.487390,1.320260
1746002328.649775,1.039661,3.489624,1.312226
1746002328.699701,1.041941,3.491830,1.301106
1746002328.749681,1.041798,3.497411,1.301699
1746002328.799592,1.042863,3.501408,1.305102
1746002328.849641,1.045466,3.503264,1.300240
1746002328.899725,1.045466,3.503264,1.300240
1746002328.949926,1.044111,3.511380,1.316739
1746002328.999759,1.043155,3.515707,1.335107
1746002329.049662,1.045727,3.520121,1.340658
1746002329.099576,1.047390,3.523865,1.340336
1746002329.149599,1.045580,3.527483,1.348941
1746002329.199662,1.043630,3.531107,1.362651
1746002329.249630,1.044993,3.535396,1.364585
1746002329.299629,1.047871,3.538041,1.353673
1746002329.349612,1.048959,3.542634,1.344659
1746002329.399763,1.048959,3.542634,1.344659
1746002329.449803,1.048583,3.549502,1.340421
1746002329.499675,1.051404,3.552583,1.326221
1746002329.549698,1.052300,3.556892,1.317030
1746002329.599818,1.054562,3.560430,1.308146
1746002329.649709,1.057402,3.564029,1.297681
1746002329.699718,1.058325,3.568690,1.291928
1746002329.749624,1.059052,3.572091,1.286725
1746002329.799612,1.061988,3.575130,1.275560
1746002329.849720,1.065490,3.578464,1.257819
1746002329.899692,1.065490,3.578464,1.257819
1746002329.949662,1.065490,3.578464,1.257819
1746002329.999589,1.065490,3.578464,1.257819
1746002330.049957,1.068596,3.593237,1.242126
1746002330.099690,1.068174,3.597543,1.240443
1746002330.149698,1.067288,3.601885,1.247189
1746002330.199652,1.067288,3.601885,1.247189
1746002330.249643,1.069172,3.606133,1.247068
1746002330.299808,1.070949,3.614526,1.240863
1746002330.349707,1.070905,3.618531,1.243565
1746002330.399634,1.072792,3.621326,1.235519
1746002330.449616,1.072792,3.621326,1.235519
1746002330.499738,1.072792,3.621326,1.235519
1746002330.549651,1.075473,3.635323,1.204807
1746002330.599739,1.077808,3.637649,1.193096
1746002330.649719,1.080954,3.640445,1.176223
1746002330.699877,1.082249,3.644673,1.166558
1746002330.749629,1.083571,3.648092,1.161549
1746002330.799702,1.083571,3.648092,1.161549
1746002330.849712,1.087297,3.654682,1.148403
1746002330.899776,1.089232,3.658691,1.142879
1746002330.949718,1.091346,3.664039,1.138469
1746002330.999705,1.091346,3.664039,1.138469
1746002331.049746,1.091346,3.664039,1.138469
1746002331.099571,1.096577,3.676147,1.125840
1746002331.149910,1.097457,3.679658,1.124125
1746002331.199619,1.097838,3.683934,1.125558
1746002331.249621,1.099707,3.687794,1.120625
1746002331.299591,1.103379,3.689742,1.104268
1746002331.349599,1.106756,3.692873,1.086861
1746002331.399724,1.107556,3.698870,1.081295
1746002331.449747,1.109543,3.703384,1.077775
1746002331.499620,1.109543,3.703384,1.077775
1746002331.549758,1.113367,3.704994,1.062754
1746002331.599938,1.113367,3.704994,1.062754
1746002331.649717,1.117551,3.716712,1.027155
1746002331.699826,1.117551,3.716712,1.027155
1746002331.749720,1.118751,3.720026,1.028425
1746002331.799767,1.123497,3.722933,1.002146
1746002331.849814,1.124597,3.726315,0.999429
1746002331.899645,1.127317,3.730119,0.998022
1746002331.949658,1.129037,3.733557,0.996132
1746002331.999865,1.129037,3.733557,0.996132
1746002332.049682,1.134076,3.742829,0.989818
1746002332.099601,1.135943,3.747343,0.987126
1746002332.149718,1.137398,3.750591,0.984090
1746002332.199706,1.137398,3.750591,0.984090
1746002332.249960,1.139520,3.754811,0.980622
1746002332.299717,1.142370,3.762018,0.975890
1746002332.349699,1.144393,3.765484,0.972287
1746002332.399719,1.146027,3.767684,0.966276
1746002332.449652,1.148023,3.770872,0.963863
1746002332.499676,1.149552,3.774344,0.964335
1746002332.549652,1.152481,3.777435,0.961870
1746002332.599738,1.156574,3.779389,0.951801
1746002332.649712,1.160267,3.782546,0.938476
1746002332.699661,1.162898,3.787261,0.931498
1746002332.749651,1.162898,3.787261,0.931498
1746002332.799592,1.170391,3.791277,0.905281
1746002332.849643,1.170391,3.791277,0.905281
1746002332.899614,1.174394,3.799140,0.894027
1746002332.949628,1.178249,3.801380,0.883739
1746002332.999610,1.181689,3.804236,0.872969
1746002333.049849,1.182553,3.808022,0.871848
1746002333.099612,1.183673,3.812220,0.872913
1746002333.149630,1.186001,3.814909,0.867775
1746002333.199758,1.188460,3.818057,0.863371
1746002333.249637,1.190305,3.821299,0.861519
1746002333.299625,1.191114,3.825324,0.865569
1746002333.349731,1.191114,3.825324,0.865569
1746002333.399729,1.191114,3.825324,0.865569
1746002333.449681,1.196192,3.835986,0.864473
1746002333.499755,1.198610,3.839361,0.860767
1746002333.549673,1.201054,3.842730,0.856547
1746002333.599742,1.203693,3.846352,0.853772
1746002333.649715,1.207214,3.849913,0.848160
1746002333.699600,1.209757,3.852609,0.842915
1746002333.749693,1.212300,3.855166,0.838308
1746002333.799711,1.215813,3.858357,0.832913
1746002333.849758,1.215813,3.858357,0.832913
1746002333.899780,1.222837,3.864687,0.821919
1746002333.949670,1.226333,3.867523,0.815636
1746002333.999707,1.226333,3.867523,0.815636
1746002334.049651,1.232603,3.872794,0.802709
1746002334.099764,1.235776,3.875148,0.794030
1746002334.149794,1.238839,3.877314,0.785878
1746002334.199688,1.241411,3.879839,0.781491
1746002334.249732,1.243538,3.882699,0.778336
1746002334.299773,1.243538,3.882699,0.778336
1746002334.349701,1.249061,3.888040,0.768814
1746002334.399771,1.252658,3.891029,0.757996
1746002334.449792,1.252658,3.891029,0.757996
1746002334.499723,1.254212,3.895285,0.756239
1746002334.549730,1.260622,3.902648,0.751517
1746002334.599760,1.263686,3.906419,0.749061
1746002334.649787,1.266697,3.910001,0.746474
1746002334.699711,1.270323,3.912841,0.739739
1746002334.749717,1.273014,3.915880,0.735248
1746002334.799616,1.275764,3.919331,0.732979
1746002334.849761,1.278463,3.922189,0.729612
1746002334.899802,1.281236,3.924461,0.724033
1746002334.949676,1.281236,3.924461,0.724033
1746002334.999868,1.287012,3.929869,0.719790
1746002335.049787,1.290560,3.932745,0.715786
1746002335.099957,1.293786,3.935066,0.710152
1746002335.149793,1.296773,3.937443,0.706297
1746002335.199726,1.300587,3.939895,0.698519
1746002335.249629,1.303699,3.941498,0.690443
1746002335.299748,1.307198,3.943547,0.681855
1746002335.349671,1.311227,3.946088,0.673937
1746002335.399904,1.313387,3.947927,0.669129
1746002335.449693,1.313387,3.947927,0.669129
1746002335.499643,1.317548,3.953524,0.667768
1746002335.549688,1.317548,3.953524,0.667768
1746002335.599796,1.317548,3.953524,0.667768
1746002335.649647,1.324763,3.961292,0.657187
1746002335.699594,1.327288,3.964965,0.662507
1746002335.749788,1.331848,3.967806,0.658565
1746002335.799655,1.334858,3.972089,0.658487
1746002335.849729,1.337299,3.974943,0.658751
1746002335.899705,1.341009,3.975919,0.648766
1746002335.949732,1.341009,3.975919,0.648766
1746002335.999847,1.347825,3.981412,0.632121
1746002336.049863,1.351431,3.983108,0.624726
1746002336.099776,1.355470,3.985261,0.616705
1746002336.149745,1.359119,3.987065,0.607476
1746002336.199970,1.359119,3.987065,0.607476
1746002336.249676,1.359119,3.987065,0.607476
1746002336.299767,1.367586,3.992399,0.593898
1746002336.349707,1.376409,3.996758,0.581283
1746002336.399607,1.380443,3.999005,0.574960
1746002336.449639,1.383933,4.001338,0.570435
1746002336.499608,1.386475,4.002997,0.565440
1746002336.549642,1.389723,4.005244,0.558314
1746002336.599683,1.391870,4.007269,0.555188
1746002336.649853,1.394841,4.009654,0.551731
1746002336.699629,1.398234,4.012056,0.548321
1746002336.749678,1.398234,4.012056,0.548321
1746002336.799585,1.398234,4.012056,0.548321
1746002336.849673,1.408843,4.020219,0.537782
1746002336.899737,1.412895,4.023941,0.534142
1746002336.949705,1.416678,4.026688,0.531501
1746002336.999603,1.420410,4.027387,0.519332
1746002337.049592,1.424311,4.030000,0.509225
1746002337.099698,1.427036,4.033096,0.506976
1746002337.149647,1.430920,4.033427,0.496917
1746002337.199585,1.435407,4.035629,0.486036
1746002337.249609,1.439304,4.038740,0.481003
1746002337.299678,1.439304,4.038740,0.481003
1746002337.349663,1.447109,4.042069,0.465234
1746002337.399682,1.451001,4.044291,0.462214
1746002337.449685,1.454905,4.046511,0.458978
1746002337.499715,1.459973,4.049279,0.455268
1746002337.549791,1.464258,4.052139,0.452833
1746002337.599592,1.464258,4.052139,0.452833
1746002337.649636,1.472507,4.056532,0.445353
1746002337.699586,1.476939,4.058519,0.439651
1746002337.749837,1.480309,4.060321,0.435348
1746002337.799685,1.484353,4.062337,0.431899
1746002337.849741,1.484353,4.062337,0.431899
1746002337.899624,1.491496,4.065742,0.420103
1746002337.949694,1.494596,4.065359,0.405270
1746002337.999718,1.498623,4.065733,0.387368
1746002338.049730,1.502297,4.069538,0.380929
1746002338.099711,1.505595,4.070915,0.374923
1746002338.149632,1.508711,4.070671,0.359553
1746002338.199703,1.512833,4.070937,0.343520
1746002338.249720,1.517458,4.074099,0.336426
1746002338.299819,1.520545,4.075325,0.330796
1746002338.349772,1.520545,4.075325,0.330796
1746002338.399748,1.529419,4.077551,0.305440
1746002338.449782,1.533745,4.079419,0.298098
1746002338.499699,1.536950,4.078743,0.284547
1746002338.549709,1.540521,4.080244,0.275284
1746002338.599591,1.540521,4.080244,0.275284
1746002338.649642,1.548616,4.084563,0.264197
1746002338.699763,1.553573,4.086935,0.258810
1746002338.749709,1.557115,4.089466,0.255433
1746002338.799595,1.561058,4.091160,0.249924
1746002338.849730,1.561058,4.091160,0.249924
1746002338.899702,1.561058,4.091160,0.249924
1746002338.949637,1.569722,4.094024,0.243863
1746002338.999678,1.578059,4.096759,0.234432
1746002339.049603,1.578059,4.096759,0.234432
1746002339.099758,1.582039,4.096844,0.222396
1746002339.149737,1.589493,4.098962,0.211142
1746002339.199613,1.593046,4.097445,0.194600
1746002339.249591,1.597512,4.097382,0.177007
1746002339.299733,1.602222,4.100142,0.172094
1746002339.349742,1.605739,4.100029,0.165519
1746002339.399716,1.605739,4.100029,0.165519
1746002339.449663,1.605739,4.100029,0.165519
1746002339.499714,1.619553,4.099739,0.122899
1746002339.549731,1.623484,4.100803,0.118298
1746002339.599782,1.627039,4.098953,0.105105
1746002339.649662,1.631677,4.098216,0.091106
1746002339.699592,1.635408,4.100344,0.088873
1746002339.749869,1.639020,4.101585,0.092201
1746002339.799633,1.643198,4.100305,0.084361
1746002339.849641,1.647668,4.101572,0.080277
1746002339.899660,1.647668,4.101572,0.080277
1746002339.949849,1.656061,4.104739,0.081733
1746002339.999705,1.660659,4.106176,0.081118
1746002340.049772,1.660659,4.106176,0.081118
1746002340.099673,1.669624,4.108301,0.077588
1746002340.149706,1.673540,4.107871,0.070549
1746002340.199725,1.678074,4.106987,0.057653
1746002340.249711,1.682596,4.108958,0.052657
1746002340.299607,1.686560,4.108549,0.045518
1746002340.349673,1.686560,4.108549,0.045518
1746002340.399665,1.694192,4.105876,0.013698
1746002340.449651,1.694192,4.105876,0.013698
1746002340.499686,1.702251,4.105740,-0.000418
1746002340.549629,1.702251,4.105740,-0.000418
1746002340.599900,1.710009,4.101795,-0.037539
1746002340.649800,1.714731,4.104017,-0.043344
1746002340.699612,1.718183,4.103729,-0.048133
1746002340.749623,1.721187,4.101146,-0.064202
1746002340.799671,1.726303,4.101158,-0.077588
1746002340.849638,1.730439,4.103651,-0.078461
1746002340.899685,1.733899,4.105383,-0.073258
1746002340.949732,1.737198,4.104010,-0.080692
1746002340.999769,1.737198,4.104010,-0.080692
1746002341.049879,1.744557,4.103151,-0.097635
1746002341.099694,1.747019,4.106114,-0.088454
1746002341.149718,1.750859,4.106136,-0.085011
1746002341.199692,1.753933,4.104216,-0.094945
1746002341.249642,1.758384,4.104323,-0.101176
1746002341.299640,1.761745,4.106647,-0.096777
1746002341.349627,1.765405,4.105893,-0.100000
1746002341.399706,1.769082,4.104658,-0.109684
1746002341.449703,1.769082,4.104658,-0.109684
1746002341.499769,1.769082,4.104658,-0.109684
1746002341.549721,1.780408,4.103715,-0.127520
1746002341.599690,1.785133,4.102560,-0.138194
1746002341.649652,1.790101,4.103197,-0.141720
1746002341.699957,1.793434,4.101747,-0.149342
1746002341.749883,1.796351,4.098169,-0.165716
1746002341.799601,1.800784,4.096744,-0.178217
1746002341.849632,1.805049,4.098276,-0.176785
1746002341.899618,1.807949,4.096989,-0.180947
1746002341.949651,1.811298,4.094637,-0.197351
1746002341.999680,1.816544,4.094725,-0.207603
1746002342.049617,1.820208,4.096624,-0.205272
1746002342.099688,1.824367,4.097562,-0.199672
1746002342.149736,1.827281,4.096054,-0.206906
1746002342.199687,1.830669,4.095101,-0.217707
1746002342.249718,1.834301,4.096764,-0.216175
1746002342.299708,1.834301,4.096764,-0.216175
1746002342.349589,1.841728,4.097587,-0.204730
1746002342.399710,1.844297,4.094691,-0.216602
1746002342.449694,1.844297,4.094691,-0.216602
1746002342.499759,1.853122,4.096143,-0.216795
1746002342.549872,1.857706,4.096565,-0.207785
1746002342.599865,1.861274,4.094242,-0.210159
1746002342.649638,1.864197,4.091325,-0.219960
1746002342.699598,1.864197,4.091325,-0.219960
1746002342.749665,1.868325,4.091077,-0.221624
1746002342.799666,1.874971,4.089398,-0.227698
1746002342.849659,1.878641,4.086979,-0.241843
1746002342.899693,1.883536,4.085924,-0.251070
1746002342.949643,1.887253,4.083954,-0.258817
1746002342.999709,1.887253,4.083954,-0.258817
1746002343.049724,1.895680,4.080750,-0.258955
1746002343.099604,1.899551,4.078024,-0.261717
1746002343.149712,1.903889,4.075746,-0.265382
1746002343.199659,1.909624,4.074890,-0.261931
1746002343.249740,1.909624,4.074890,-0.261931
1746002343.299678,1.918368,4.072171,-0.252740
1746002343.349788,1.923121,4.070237,-0.250939
1746002343.399670,1.926959,4.070791,-0.240641
1746002343.449684,1.930864,4.071073,-0.225465
1746002343.499977,1.934490,4.069553,-0.222214
1746002343.549758,1.934490,4.069553,-0.222214
1746002343.599734,1.942360,4.070442,-0.206622
1746002343.649716,1.947082,4.070342,-0.197693
1746002343.699780,1.950061,4.068214,-0.198754
1746002343.749763,1.953509,4.068483,-0.194505
1746002343.799613,1.957284,4.069357,-0.185570
1746002343.849730,1.960646,4.067510,-0.182978
1746002343.899880,1.963686,4.064105,-0.190417
1746002343.949876,1.968024,4.063423,-0.191676
1746002343.999723,1.971901,4.064111,-0.184786
1746002344.049660,1.971901,4.064111,-0.184786
1746002344.099637,1.977123,4.059253,-0.194228
1746002344.149644,1.981798,4.057876,-0.196935
1746002344.199609,1.986209,4.057167,-0.192781
1746002344.249714,1.989162,4.054514,-0.196126
1746002344.299601,1.992493,4.051444,-0.203260
1746002344.349837,1.996723,4.051065,-0.201282
1746002344.399708,2.000218,4.050950,-0.193227
1746002344.449672,2.003374,4.047613,-0.195746
1746002344.499647,2.003374,4.047613,-0.195746
1746002344.549644,2.003374,4.047613,-0.195746
1746002344.599656,2.015423,4.047349,-0.175756
1746002344.649631,2.019218,4.045488,-0.175118
1746002344.699798,2.022675,4.046829,-0.165563
1746002344.749754,2.027326,4.047837,-0.150338
1746002344.799690,2.027326,4.047837,-0.150338
1746002344.849736,2.036280,4.045676,-0.138322
1746002344.899576,2.040514,4.046320,-0.128319
1746002344.949584,2.044619,4.046307,-0.119213
1746002344.999970,2.044619,4.046307,-0.119213
1746002345.049681,2.044619,4.046307,-0.119213
1746002345.099631,2.056275,4.043897,-0.113891
1746002345.149628,2.060285,4.043288,-0.105115
1746002345.199591,2.062886,4.040503,-0.109710
1746002345.249820,2.065682,4.037489,-0.118783
1746002345.299667,2.065682,4.037489,-0.118783
1746002345.349694,2.074081,4.037765,-0.106551
1746002345.399695,2.077747,4.036348,-0.108213
1746002345.449884,2.082182,4.035195,-0.110919
1746002345.499661,2.088426,4.034702,-0.108766
1746002345.549650,2.092925,4.033872,-0.105919
1746002345.599765,2.095992,4.031487,-0.111855
1746002345.649698,2.095992,4.031487,-0.111855
1746002345.699792,2.104977,4.032246,-0.106528
1746002345.749661,2.108413,4.031274,-0.102502
1746002345.799630,2.112292,4.029284,-0.106176
1746002345.849689,2.116376,4.029602,-0.102647
1746002345.899717,2.119522,4.030257,-0.093884
1746002345.949730,2.123684,4.029573,-0.088813
1746002345.999734,2.127952,4.029893,-0.081662
1746002346.049662,2.127952,4.029893,-0.081662
1746002346.099966,2.137030,4.029500,-0.067979
1746002346.149723,2.141362,4.028746,-0.065256
1746002346.199752,2.141362,4.028746,-0.065256
1746002346.249807,2.151899,4.031158,-0.052265
1746002346.299848,2.151899,4.031158,-0.052265
1746002346.349772,2.159636,4.027765,-0.055062
1746002346.399698,2.164337,4.026697,-0.060689
1746002346.449684,2.164337,4.026697,-0.060689
1746002346.499684,2.167724,4.028889,-0.055256
1746002346.549878,2.175105,4.028698,-0.050540
1746002346.599713,2.178188,4.027360,-0.064374
1746002346.649696,2.182227,4.026260,-0.080639
1746002346.699644,2.188512,4.028512,-0.087453
1746002346.749691,2.192520,4.029611,-0.087606
1746002346.799711,2.195588,4.027497,-0.096360
1746002346.849723,2.195588,4.027497,-0.096360
1746002346.899665,2.204411,4.025775,-0.117694
1746002346.949704,2.208483,4.026914,-0.112576
1746002346.999742,2.212389,4.024772,-0.113533
1746002347.049718,2.212389,4.024772,-0.113533
1746002347.099690,2.221262,4.023970,-0.109028
1746002347.149713,2.225143,4.023209,-0.105387
1746002347.199703,2.229925,4.024427,-0.098419
1746002347.249737,2.234659,4.025306,-0.091562
1746002347.299691,2.238693,4.024521,-0.090894
1746002347.349717,2.241618,4.022285,-0.096924
1746002347.399686,2.241618,4.022285,-0.096924
1746002347.449733,2.241618,4.022285,-0.096924
1746002347.499652,2.251461,4.023309,-0.076465
1746002347.549645,2.253983,4.020865,-0.079867
1746002347.599682,2.257550,4.018630,-0.086616
1746002347.649903,2.263337,4.019321,-0.084346
1746002347.699776,2.268513,4.019172,-0.079929
1746002347.749700,2.271559,4.017083,-0.083985
1746002347.799676,2.275323,4.015429,-0.089016
1746002347.849687,2.280804,4.015716,-0.087362
1746002347.899658,2.285451,4.015545,-0.083719
