x,y,yaw
10.0,10.0,2.0943951023931953
9.8,10.346410161513775,2.0943951023931953
9.600000000000001,10.69282032302755,2.0943951023931953
9.400000000000002,11.039230484541326,2.0943951023931953
9.200000000000003,11.385640646055101,2.0943951023931953
9.000000000000004,11.732050807568877,2.0943951023931953
8.800000000000004,12.078460969082652,2.0943951023931953
8.600000000000005,12.424871130596427,2.0943951023931953
8.400000000000006,12.771281292110203,2.0943951023931953
8.200000000000006,13.117691453623978,2.0943951023931953
8.000000000000007,13.464101615137753,2.0943951023931953
7.800000000000007,13.810511776651529,2.033361670337793
7.621501869549924,14.16847604501616,1.9723282382823908
7.465170322053936,14.536661388637425,1.9112948062269886
7.331587524254376,14.913696713417533,1.8502613741715863
7.2212509282872475,15.298177968604813,1.789227942116184
7.134571419208466,15.688673375371476,1.7281945100607818
7.071871784889295,16.083728758648608,1.6671610780053796
7.033385513978963,16.481872962363063,1.6061276459499774
7.019255926410777,16.881623327910305,1.5450942138945751
7.029535639689626,17.281491215461813,1.484060781839173
7.064186372948421,17.679987547546098,1.379093694925671
7.140398617799784,18.072660049428666,1.274126608012169
7.257333431641437,18.45518619142659,1.169159521098667
7.4137035987876,18.82335513474838,1.064192434185165
7.60778780010904,19.173114084308526,0.9592253472716629
7.837449561273645,19.5006129018007,0.8542582603581608
8.100160771005712,19.80224648792982,0.7492911734446587
8.393029510475529,20.074694467260482,0.6443240865311566
8.712831887473964,20.314957738831794,0.5393569996176545
9.056047524942224,20.520391490190367,0.4343899127041524
9.418898313199879,20.6887343114237,0.3294228257906503
9.797389999287535,20.818133088707427,0.22445573887714823
10.187356155609649,20.907163403338778,0.11948865196364616
10.584504043871691,20.954845211704235,0.014521565050144097
10.984461869442528,20.96065363357662,-0.09044552186335797
11.382826905967093,20.92452472998431,-0.19541260877686004
11.775213960474748,20.846856207049942,-0.3003796956903621
12.15730364548057,20.728503038050746,-0.40534678260386414
12.524889926701382,20.57076805189278,-0.5103138695173662
12.873926422982418,20.375387591600923,-0.6152809564308683
13.200570948766078,20.144512400695604,-0.5542475243754662
13.540689633408562,19.933990952009093,-0.493214092320064
13.893015900906393,19.744607211336756,-0.43218066026466184
14.256237715149952,19.5770664292638,-0.37114722820925966
14.629002465845735,19.431992514865968,-0.3101137961538575
15.009922005533777,19.30992571231978,-0.2490803640984553
15.397577818942768,19.211320589074514,-0.18804693204305312
15.790526305432568,19.13654434307771,-0.12701349998765094
16.187304154852743,19.085875435358076,-0.06598006793224877
16.586433796797788,19.059502553057893,-0.0049466358768466
16.986428902966466,19.057523906776495,0.05608679617855557
17.385799922134876,19.079946864841506,0.11712022823395773
17.783059627131436,19.12668792586975,0.17815366028935992
18.17672865315728,19.19757302972002,0.2391870923447621
18.565341006827772,19.29233820567975,0.3002205244001643
18.947449525419906,19.4106305554718,0.36125395645556646
19.32163126599574,19.55200956742067,0.42228738851096864
19.68649280433323,19.715948756884327,0.4833208205663708
20.040675423931585,19.901837626842823,0.544354252621773
20.38286017576775,20.108983941342554,0.6053876846771751
20.711772789961827,20.33661630333008,0.500420597763673
21.062725125547296,20.52853414551028,0.3954535108501709
21.431853907452467,20.682624840781624,0.2904864239366688
21.815095774711246,20.797192162387763,0.18551933702316672
22.20823200984527,20.87097495594187,0.08055225010966466
22.60693497840686,20.903161022184513,-0.02441483680383741
23.00681576747745,20.89339605765405,-0.12938192371733948
23.40347249871796,20.841787554850807,-0.23434901063084154
